Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Work,Nodes visited,Setup Time
0,Rome-Lib/graficon12nodi/grafo970.12,12,18,0,19,18,37,56,0,0.002,0.0003,1,0.001
1,Rome-Lib/graficon13nodi/grafo2306.13,13,21,0,25,21,46,76,0,0.003,0.0005,1,0.002
2,Rome-Lib/graficon15nodi/grafo323.15,15,28,0,77,101,178,510,3,0.005,0.0039,1,0.011
3,Rome-Lib/graficon15nodi/grafo500.15,15,18,0,29,28,57,112,1,0.002,0.0006,1,0.003
4,Rome-Lib/graficon16nodi/grafo682.16,16,23,0,58,57,115,306,1,0.003,0.0016,1,0.006
5,Rome-Lib/graficon19nodi/grafo1625.19,19,25,1,62,73,135,362,1,0.004,0.0026,1,0.008
6,Rome-Lib/graficon24nodi/grafo634.24,24,39,0,149,173,322,1082,2,0.016,0.0137,1,0.023
7,Rome-Lib/graficon26nodi/grafo2445.26,26,34,1,69,89,158,344,2,0.007,0.0034,1,0.007
8,Rome-Lib/graficon30nodi/grafo3011.30,30,76,1,314,350,664,2478,4,0.039,0.0422,1,0.054
9,Rome-Lib/graficon35nodi/grafo11573.35,35,55,0,146,172,318,930,4,0.008,0.0073,1,0.019
10,Rome-Lib/graficon35nodi/grafo2299.35,35,51,0,158,153,311,1030,3,0.014,0.0113,1,0.023
11,Rome-Lib/graficon35nodi/grafo5505.35,35,57,0,160,173,333,904,2,0.008,0.0065,1,0.019
12,Rome-Lib/graficon35nodi/grafo5574.35,35,43,0,75,74,149,300,1,0.004,0.0027,1,0.006
13,Rome-Lib/graficon36nodi/grafo11378.36,36,59,0,240,316,556,2004,15,0.077,0.0734,1,0.045
14,Rome-Lib/graficon38nodi/grafo5427.38,38,57,0,108,118,226,524,3,0.012,0.0082,1,0.011
15,Rome-Lib/graficon39nodi/grafo11165.39,39,81,0,359,439,798,2972,13,0.071,0.074,1,0.067
16,Rome-Lib/graficon39nodi/grafo7253.39,39,84,0,401,455,856,3666,7,0.036,0.0435,1,0.085
17,Rome-Lib/graficon40nodi/grafo2566.40,40,83,0,347,431,778,3002,11,0.112,0.1232,1,0.065
18,Rome-Lib/graficon40nodi/grafo4081.40,40,56,0,285,371,656,2958,12,0.073,0.0883,1,0.065
19,Rome-Lib/graficon43nodi/grafo5216.43,43,87,0,343,421,764,2738,9,0.089,0.1033,1,0.062
20,Rome-Lib/graficon43nodi/grafo7598.43,43,82,0,389,496,885,3718,12,0.095,0.1151,1,0.086
21,Rome-Lib/graficon44nodi/grafo6229.44,44,107,0,426,489,915,3214,6,0.078,0.0869,1,0.075
22,Rome-Lib/graficon45nodi/grafo5617.45,45,76,0,303,338,641,2440,5,0.059,0.0645,1,0.055
23,Rome-Lib/graficon46nodi/grafo5753.46,46,93,0,465,536,1001,4622,10,0.115,0.1462,1,0.109
24,Rome-Lib/graficon54nodi/grafo3385.54,54,108,0,598,680,1278,6220,8,0.252,0.3043,1,0.156
25,Rome-Lib/graficon58nodi/grafo1566.58,58,80,0,337,327,664,2954,3,0.037,0.0386,1,0.067
26,Rome-Lib/graficon59nodi/grafo4445.59,59,157,1,894,1106,2000,9174,29,0.718,0.9458,1,0.251
27,Rome-Lib/graficon61nodi/grafo4990.61,61,124,0,773,947,1720,8436,13,0.307,0.3502,1,0.224
28,Rome-Lib/graficon74nodi/grafo8173.74,74,214,0,2222,2902,5124,41424,117,60.021,150.4293,1,1.771
