Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Work,Nodes visited,Setup Time
0,Rome-Lib/graficon12nodi/grafo970.12,12,18,0,19,18,37,56,0,0.003,0.0005,1,0.001
1,Rome-Lib/graficon13nodi/grafo2306.13,13,21,0,25,21,46,76,0,0.002,0.0004,1,0.002
2,Rome-Lib/graficon15nodi/grafo323.15,15,28,0,77,101,178,510,3,0.011,0.0079,1,0.01
3,Rome-Lib/graficon15nodi/grafo500.15,15,18,0,29,28,57,112,1,0.005,0.0013,1,0.003
4,Rome-Lib/graficon16nodi/grafo682.16,16,23,0,58,57,115,306,1,0.008,0.0037,1,0.007
5,Rome-Lib/graficon19nodi/grafo1625.19,19,25,1,62,73,135,358,1,0.005,0.0029,1,0.007
6,Rome-Lib/graficon24nodi/grafo634.24,24,39,0,149,173,322,1082,2,0.02,0.0185,1,0.022
7,Rome-Lib/graficon26nodi/grafo2445.26,26,34,1,69,89,158,340,2,0.008,0.005,1,0.007
8,Rome-Lib/graficon30nodi/grafo3011.30,30,76,1,314,350,664,2474,4,0.059,0.0691,1,0.054
9,Rome-Lib/graficon35nodi/grafo11573.35,35,55,0,146,172,318,930,4,0.02,0.0188,1,0.019
10,Rome-Lib/graficon35nodi/grafo2299.35,35,51,0,158,153,311,1030,3,0.031,0.0241,1,0.021
11,Rome-Lib/graficon35nodi/grafo5505.35,35,57,0,160,173,333,904,2,0.02,0.0181,1,0.019
12,Rome-Lib/graficon35nodi/grafo5574.35,35,43,0,75,74,149,300,1,0.008,0.0045,1,0.007
13,Rome-Lib/graficon36nodi/grafo11378.36,36,59,0,240,316,556,2004,15,0.136,0.1592,1,0.042
14,Rome-Lib/graficon38nodi/grafo5427.38,38,57,0,108,118,226,524,3,0.014,0.0103,1,0.011
15,Rome-Lib/graficon39nodi/grafo11165.39,39,81,0,359,439,798,2972,13,0.227,0.2578,1,0.068
16,Rome-Lib/graficon39nodi/grafo7253.39,39,84,0,401,455,856,3666,7,0.078,0.0927,1,0.085
17,Rome-Lib/graficon40nodi/grafo2566.40,40,83,0,347,431,778,3002,11,0.235,0.2608,1,0.095
18,Rome-Lib/graficon40nodi/grafo4081.40,40,56,0,285,371,656,2958,12,0.188,0.1894,1,0.065
19,Rome-Lib/graficon43nodi/grafo5216.43,43,87,0,343,421,764,2738,9,0.199,0.2066,1,0.061
20,Rome-Lib/graficon43nodi/grafo7598.43,43,82,0,389,496,885,3718,12,0.189,0.2166,1,0.087
21,Rome-Lib/graficon44nodi/grafo6229.44,44,107,0,426,489,915,3214,6,0.08,0.0925,1,0.074
22,Rome-Lib/graficon45nodi/grafo5617.45,45,76,0,303,338,641,2440,5,0.096,0.0977,1,0.055
23,Rome-Lib/graficon46nodi/grafo5753.46,46,93,0,465,536,1001,4622,10,0.213,0.238,1,0.107
24,Rome-Lib/graficon54nodi/grafo3385.54,54,108,0,598,680,1278,6220,8,0.263,0.3314,1,0.153
25,Rome-Lib/graficon58nodi/grafo1566.58,58,80,0,337,327,664,2954,3,0.091,0.1037,1,0.067
26,Rome-Lib/graficon59nodi/grafo4445.59,59,157,1,894,1106,2000,9170,29,2.43,3.1912,1,0.248
27,Rome-Lib/graficon61nodi/grafo4990.61,61,124,0,773,947,1720,8436,13,0.61,0.7529,1,0.24
28,Rome-Lib/graficon74nodi/grafo8173.74,74,214,0,2222,2902,5124,41424,249,60.024,161.7679,1,1.721
29,Rome-Lib/graficon77nodi/grafo7895.77,77,141,0,1494,2082,3576,30270,81,60.021,151.0358,1,1.068
30,Rome-Lib/graficon79nodi/grafo9431.79,79,230,2,1629,1897,3526,19862,32,7.54,13.2071,1,0.723
31,Rome-Lib/graficon81nodi/grafo8158.81,81,192,0,2142,3005,5147,42728,387,60.061,147.5841,1,1.803
32,Rome-Lib/graficon82nodi/grafo8313.82,82,218,0,1816,2187,4003,27106,37,25.893,52.6698,1,1.054
33,Rome-Lib/graficon83nodi/grafo9434.83,83,215,0,1883,2490,4373,31294,168,60.028,130.9346,1,1.245
34,Rome-Lib/graficon86nodi/grafo8541.86,86,209,1,2222,3207,5429,42514,366,60.024,129.0532,1,1.825
35,DAGmar/graphs/4.6/uniform_n20_e92_i7.graphml,20,47,196,597,2832,3429,16958,746,60.074,109.3996,1,0.476
36,DAGmar/graphs/3.6/uniform_n20_e72_i4.graphml,20,56,15,587,1599,2186,11890,231,8.551,14.025,1,0.291
37,DAGmar/graphs/2.6/uniform_n20_e52_i3.graphml,20,60,3,587,1214,1801,10786,130,17.246,27.4715,1,0.292
38,DAGmar/graphs/3.6/uniform_n20_e72_i8.graphml,20,74,7,1000,2298,3298,24288,308,60.073,119.1826,1,0.775
39,DAGmar/graphs/6.6/uniform_n20_e132_i3.graphml,20,84,311,1435,5550,6985,44806,1725,60.026,141.3378,1,1.604
40,north/g.11.16.graphml,11,136,0,1262,1661,2923,19194,83,60.005,101.3439,3,0.625
41,north/g.11.68.graphml,11,18,0,9,7,16,18,0,0.001,0.0001,0,0.001
42,north/g.17.41.graphml,17,53,0,93,109,202,404,3,0.013,0.0078,1,0.009
43,north/g.22.0.graphml,22,66,0,277,287,564,2084,0,0.017,0.0177,1,0.05
44,north/g.22.9.graphml,22,22,0,16,9,25,30,0,0.001,0.0002,0,0.001
45,north/g.27.1.graphml,27,35,0,97,80,177,512,0,0.005,0.0029,1,0.01
46,north/g.36.9.graphml,36,53,0,190,111,301,1252,0,0.009,0.0073,1,0.026
47,north/g.38.5.graphml,38,58,0,283,309,592,3022,0,0.025,0.0295,1,0.096
48,north/g.48.9.graphml,48,150,1,1198,1024,2222,15274,16,0.714,0.8071,1,0.523
49,north/g.56.7.graphml,56,141,3,1135,1299,2434,14856,23,3.469,4.7881,1,0.476
